IDX,KIC,Teff,age,dnu,eTeff,ednu,efeh,enumax,feh,loage,lomodlogg,lomodmass,lomodrad,modlogg,modmass,modrad,numax,source,upage,upmodlogg,upmodmass,upmodrad,G,bprp,hrclass,nus+ACo-,l+AF8-nus+ACo-,u+AF8-nus+ACo-,cosi,l+AF8-cosi,u+AF8-cosi,i,l+AF8-i,u+AF8-i,nus,l+AF8-nus,u+AF8-nus,P,l+AF8-P,u+AF8-P,vsini,l+AF8-vsini,u+AF8-vsini,fit+AF8-numax,efit+AF8-numax,fit+AF8-d01,efit+AF8-d01,fit+AF8-d02,efit+AF8-d02,fit+AF8-epsilon,efit+AF8-epsilon,V1,eV1,V2,eV2,rhat+AF8-flag,eye+AF8-flag,comment,neff+AF8-xsplit,neff+AF8-cosi,neff+AF8-split,neff+AF8-i,ebprp
31,8228742,6122,2.8886,62.071,77,0.022,0.1,3.4,+AC0-0.08,0.1757,0.0066,0.019,0.021,4.0348,1.3778,1.8694,1190.5,L,0.1597,0.0055,0.0209,0.021,9.336569,0.7277889,SG,0.64489237315823,0.040274348067283,0.03807616689695,0.789455634041213,0.070628431822392,0.041014989566742,0.660874702709001,0.070030360678445,0.107807800375803,1.05172130089148,0.158346953453278,0.144874966129453,11.0048870021626,1.33238977014392,1.95057128158405,5.26976623926086,0.32910359710695,0.311141063510109,1187.4341186557,3.14317897357137,0.426898649712746,0.003383304490253,0.072269073079284,0.003374528322329,1.16046030112093,0.002276580689774,1.30742354683516,0.028812951198741,0.868953753575101,0.028292750660679,,0,,2609,1197,1592,1289,0.003951401013185
32,8379927,6067,1.9943,120.288,120,0.017,0.15,6,+AC0-0.1,0.7506,0.0077,0.0399,0.015,4.3879,1.1194,1.1197,2795.3,L,0.8464,0.0066,0.0399,0.015,6.9261136,0.752151,MS,1.12373182532924,0.019938020216031,0.019693807199021,0.448875790292213,0.039114580995865,0.035812448089622,1.10528946222734,0.040499841534661,0.043314594340798,1.25837933547575,0.033898141850127,0.032923369855794,9.19760341638543,0.234504348571347,0.254623481281108,5.50004484631462,0.09758556522395,0.096390277776064,2806.87096029546,6.61126520021071,0.471214902531157,0.003991791718387,0.091465435145166,0.002438000913523,1.31305934527917,0.001954928680974,1.25980796742722,0.029820371481369,0.81372069047085,0.024721982927835,,0,,5809,4811,4489,4834,0.005293578098532
33,8394589,6143,4.4537,109.488,77,0.034,0.1,10.5,+AC0-0.29,0.8304,0.0077,0.0285,0.015,4.3219,1.0377,1.1646,2396.7,L,0.9422,0.0077,0.0418,0.015,9.487704,0.7004528,MS,1.00505849735563,0.033870317474229,0.033664954116942,0.324340865745888,0.132858845726721,0.094761115309151,1.24048148526284,0.102141178634485,0.137642956516954,1.06551368210726,0.056204326079117,0.058252029134224,10.8624359022011,0.563070155121258,0.60488480083264,5.11646487726236,0.172424082970859,0.171378636952148,2399.67441976033,6.6602290793453,0.46549055043272,0.003183176539292,0.074034476944986,0.003403382521288,1.26975564431567,0.002460424652551,1.26511359181863,0.03512498909964,0.794440965702341,0.029449670741993,,1,+ACI-funky sampling in cosi, median looks good+ACI-,6951,1770,3653,1816,0.004934026903368
34,8424992,5719,9.612,120.584,77,0.062,0.1,27,+AC0-0.12,1.7407,0.0066,0.0399,0.015,4.3593,0.918,1.0477,2533.7,L,1.9164,0.0066,0.0399,0.012,10.269356,0.840024,MS,0.223741803275728,0.064185938034792,0.062140953646257,0.513016877623955,0.347468696659599,0.362852561675015,1.03210058838644,0.528538909426007,0.372381896276365,0.273637035916034,0.08592367937776,0.195972356462186,42.2971767522093,17.6510040428244,19.361062679843,1.02467454984963,0.293953549133708,0.284588095619466,2535.96151525273,9.17958159320233,0.479557798936465,0.00504648977065,0.043061580401894,0.003242741718781,1.51942683512397,0.001526847550414,1.23635479585262,0.078039222822622,0.794578579245356,0.06196235892772,,0,,163,1131,204,649,0.00271044756129
35,8694723,6246,4.6932,75.112,77,0.019,0.1,3.7,+AC0-0.42,0.511,0.0066,0.0209,0.012,4.1129,1.1384,1.5485,1470.5,L,0.4791,0.0088,0.0209,0.015,8.807503,0.65730476,SG,0.918544423900081,0.049620495585886,0.04686334638043,0.821855285232938,0.035013923956327,0.026098730458803,0.606136294038682,0.047453421258529,0.058985924529274,1.61389947689147,0.16292098812594,0.15888039812065,7.17149626762825,0.642725085190977,0.805241020873677,6.21746353012345,0.335872292754184,0.317209641078353,1471.95799352815,3.93173074262063,0.428563608811813,0.003405894014613,0.07497593304195,0.00309146446277,1.1150592708646,0.002316648363899,1.27225457432956,0.028194191636228,0.808813795480594,0.027179986094115,,0,,1934,2905,2390,3041,0.007010314803037
36,8760414,5873,11.6642,117.23,77,0.022,0.1,9.1,+AC0-0.92,1.6059,0.0063,0.0186,0.0121,4.3293,0.8115,1.0196,2455.3,L,1.2847,0.0047,0.031,0.0097,,,MS,0.69191330746657,0.421387984382897,0.258545771484598,0.991177915291691,0.006046516878118,0.003544582368106,0.132929203703592,0.030146415757263,0.039729963251433,5.77390822835943,3.98940755404147,1.45645443264372,2.00454764871191,0.403787822661341,4.48134240533435,3.08377996055074,1.8780789556062,1.15230948788748,2463.57992780209,7.69102108915604,0.464734707922806,0.007404080155563,0.049058794030556,0.003663117276859,1.40998745085178,0.002770807974378,1.24397458094132,0.043661012130845,0.770600478444266,0.036732988067417,rhat+AF8-01,0,,163,264,984,225,
37,8938364,5677,10.2508,85.684,77,0.018,0.1,5.2,+AC0-0.13,0.6548,0.0066,0.0095,0.006,4.1734,0.9883,1.3446,1675.1,L,0.559,0.0022,0.0095,0.018,10.05581,0.8286247,SG,0.614729456428281,0.503991604613604,0.268374714778493,0.988554949814401,0.584034389526749,0.005293333875727,0.1514394172375,0.040461636586947,1.00290238722448,5.68545254956771,5.55541525792683,0.616470817359136,2.03573489583204,0.199140986197274,86.9700720681831,3.6130918545886,2.96222662240832,1.5773808881352,1668.96638339437,6.47593222977639,0.424052579785725,0.003401896605669,0.062942045109121,0.003026688878324,1.44685420474521,0.001982896076096,1.27148972386797,0.051975339234197,0.762396512676968,0.042059471536606,rhat+AF8-1,1,+ACI-funky sampling in cosi, median looks good+ACI-,12,14,41,12,0.002698530130366
38,9025370,5270,6.5458,132.628,180,0.03,0.18,20,+AC0-0.12,1.1339,0.0066,0.0304,0.012,4.4231,0.9693,1.0027,2988.6,L,1.2616,0.0044,0.0304,0.009,8.772598,0.85172653,MS,0.42503008827134,0.044852901188843,0.040484660840281,0.382348065078929,0.255343598497023,0.281944310902215,1.17846021675246,0.334210620775418,0.26498770476114,0.468422958241948,0.060594160484126,0.109240525183208,24.7085969973177,4.67258175947279,3.67114013242517,1.86291295085121,0.196590906887991,0.177444847015231,2990.20930015936,7.94281944494969,0.475700538187169,0.002223577823359,0.070148290255859,0.002729889541604,1.4758088812144,0.001460144663035,1.19861197405984,0.035275482092055,0.769440324170689,0.030388807385514,,0,,4512,4434,4179,4412,0.005968142034296
39,9098294,5852,8.0789,108.894,77,0.023,0.1,9.2,+AC0-0.18,0.7346,0.0055,0.0304,0.009,4.3076,0.9693,1.1377,2314.7,L,0.9901,0.0066,0.019,0.015,9.706002,0.7861614,MS,0.362795943237588,0.036273888924104,0.036661415349798,0.526773741624562,0.339868349489758,0.217786150838477,1.01599581643344,0.285074806580289,0.366789433044429,0.425301373862337,0.074176096360268,0.147187621047492,27.2138203031055,6.99670800480455,5.74898481365506,1.80423063207852,0.180394689525574,0.182321908010261,2317.8762920673,7.55456938775296,0.466355214478875,0.004712692945236,0.051912808133208,0.00364820401509,1.44516099358033,0.002502232742633,1.2231142722963,0.043414782658097,0.757193951402811,0.037846033802936,,0,,6228,3902,4945,4109,0.004191764273463
40,9139151,6302,1.3236,117.294,77,0.031,0.1,14.5,0.1,0.7506,0.0077,0.0494,0.015,4.3824,1.1783,1.1526,2690.4,L,0.9422,0.0077,0.0399,0.015,9.145875,0.730463,H,0.954872889062328,0.038871708584545,0.039101992214155,0.283361695357481,0.188909615985278,0.177106584380896,1.28349865396204,0.191224988142403,0.192704589062356,0.996788908800661,0.060655762881454,0.106263082230602,11.6113592084496,1.11858627628747,0.75234580993191,4.81089690061247,0.195845734540161,0.197005963103193,2693.5895265617,7.06060468163651,0.469402733597506,0.002748060561813,0.087755255680285,0.003091747868036,1.338372878931,0.002021380118349,1.26021956123606,0.034540645798538,0.767922002655977,0.026654086350273,,0,,5077,2110,2568,2141,0.004069444770808
41,9139163,6400,1.5951,81.17,84,0.042,0.09,6.2,0.15,0.2236,0.0088,0.0209,0.015,4.1998,1.3987,1.5575,1729.8,L,0.2236,0.0077,0.0304,0.012,8.25681,0.62723446,SG,1.59278013274335,0.078029583151653,0.072474312906923,0.834024700782425,0.030177340828477,0.027895837059471,0.584433630956106,0.052682588452281,0.052627518053785,2.89861935903251,0.227898557381322,0.231566979229814,3.99296100685447,0.295393861597059,0.340728260474738,10.8439063182782,0.531238098941792,0.493416915171236,1732.20897033858,5.96518386512867,0.469719699248134,0.004864461659239,0.067277950936657,0.004291098301763,1.01436253387713,0.003253990852135,1.31748418177242,0.046566435315422,0.876387902816494,0.061831403842707,rhat+AF8-01,0,,959,389,980,379,0.004800633612263
42,9206432,6538,1.5312,84.926,77,0.046,0.1,10.3,0.16,0.3034,0.0055,0.019,0.012,4.2196,1.3778,1.5095,1866.4,L,0.2076,0.0066,0.0418,0.015,8.988301,0.5929928,H,1.55278676791308,0.195532050915352,0.166648625311243,0.825811178975516,0.060395895104662,0.038680903371399,0.599157241408287,0.072499919706708,0.09995268693042,2.80966146438142,0.568669502413818,0.40414691634159,4.11938386535754,0.518026003299532,1.0453263497258,10.245822094142,1.29018784084174,1.09960504716762,1872.62237838016,7.31275948471739,0.46546654178765,0.006052036712684,0.077774674650981,0.00489142005151,0.958058314950818,0.003845100869347,1.32079069256315,0.049927763072619,0.84331308150368,0.061283570221819,,0,,1377,987,1530,1121,0.003545646730766
43,9353712,6278,2.154,51.467,77,0.091,0.1,11.1,+AC0-0.05,0.1278,0.0066,0.0209,0.021,3.9435,1.5089,2.1723,934.3,L,0.1118,0.0055,0.0285,0.024,10.757383,0.6871824,SG,0.746194074261255,0.171421768425238,0.162208762966633,0.792760820559884,0.396091389201118,0.113530281181017,0.655471163988273,0.219099372110747,0.507439395881552,1.21418719331811,0.525389133263919,0.830751263774068,9.53236432089998,3.87249835418216,7.2709264349182,7.08554841331539,1.62774977873639,1.54026691273573,928.878245982991,5.64806109092228,0.430935972238732,0.00695557243558,0.078434576083576,0.005413691423663,1.09614406776953,0.00465270872209,1.27194740914478,0.050601053970223,0.808720109266063,0.05999842707335,,0,,1170,1493,1108,1452,0.0028358667237
44,9410862,6047,6.929,107.39,77,0.05,0.1,31.2,+AC0-0.31,1.3255,0.0088,0.0399,0.018,4.2999,0.9693,1.1557,2278.8,L,1.4852,0.0077,0.0494,0.018,10.627761,0.7192421,MS,0.412422148660917,0.084399946444294,0.085255288414434,0.689057911437708,0.426236690318403,0.179117916870469,0.810608023696659,0.2913262512178,0.494243242704347,0.562453684817527,0.181945128419726,0.368796330832328,20.5778268322069,8.1492909528417,9.83955594841783,2.08347822324149,0.426372470611443,0.430693495498195,2281.12557115867,8.66518724970047,0.4609232252242,0.004524665378608,0.060996742359921,0.004228482475785,1.34877609132442,0.002930344585456,1.19487400659926,0.044913685263768,0.787898521003549,0.043865127400773,,0,,323,2079,204,1745,0.002645264301511
45,9414417,6253,2.6491,60.115,75,0.024,0.1,6.1,+AC0-0.13,0.1757,0.0055,0.0304,0.018,4.0161,1.3987,1.9174,1155.3,L,0.1597,0.0055,0.019,0.021,9.516585,0.66290855,SG,1.08870993227171,0.048385118159837,0.049692346457639,0.527761027781759,0.149929344488067,0.09803949444258,1.01483389340031,0.120195010268085,0.168509169747113,1.28326542568867,0.137442849455593,0.14383583197684,9.01923627481572,0.909038058635002,1.08186865551819,9.12487197230264,0.405533187018872,0.416489540499654,1161.11552686411,3.92627825235058,0.431457561677048,0.005268135016217,0.071207565844888,0.004543035500093,1.05443815747632,0.003313974161026,1.33819432822304,0.040606865457429,0.935257630300602,0.049227003799,,0,,2526,1919,2584,2053,0.004523555408626
46,9812850,6321,2.713,64.746,77,0.067,0.1,9.1,+AC0-0.07,0.3513,0.0077,0.0494,0.024,4.0535,1.3683,1.8214,1255.2,L,0.4631,0.0088,0.0399,0.015,9.374328,0.64471245,SG,1.53715998009981,0.082763364077375,0.085001354985903,0.156249820303908,0.111022033516083,0.168363851761311,1.41390363769435,0.173710563674015,0.111649468701846,1.5726559597651,0.09019269493086,0.105688170249613,7.35957158829589,0.463444700984899,0.44775446769115,12.2384459186772,0.658939192030603,0.676757461472361,1249.68449144675,4.89833401387159,0.449898915204397,0.007880441369708,0.068448321163404,0.005753271000313,1.07479656277685,0.004020430282299,1.2803451698798,0.043363899803715,0.885207958886677,0.058365646333773,,0,,2361,7001,3266,7048,0.007777169708976
47,9955598,5457,6.2902,153.283,77,0.029,0.1,21.2,0.05,1.8365,0.0066,0.0304,0.012,4.4968,0.899,0.8857,3616.8,L,1.9483,0.0055,0.0399,0.012,9.391091,0.95841694,MS,0.2923726967112,0.03871672631001,0.036427562878145,0.596718222712829,0.323150050025779,0.152290157428045,0.931391159781484,0.207159002584553,0.362304394404216,0.368435829519031,0.082640550487376,0.093614431467178,31.4140839375283,6.3646999057978,9.08369516042003,1.13194501154014,0.149894999439943,0.141032314392925,3621.53332328746,9.20411699938904,0.483071764909131,0.00274347796889,0.059650851040025,0.002599015241467,1.52976745257528,0.000747637323995,1.16516595601882,0.037333644719085,0.648536483588679,0.029911013366417,,0,,2731,2373,2839,2543,0.004044988380314
48,9965715,5860,2.9206,97.236,180,0.041,0.18,9.2,+AC0-0.44,0.7506,0.0077,0.0494,0.015,4.2724,1.2087,1.3266,2079.3,L,0.8624,0.0088,0.0399,0.015,9.099501,0.6507368,MS,1.74714010603152,0.049745771355809,0.047769297850906,0.525063034403384,0.053318431922635,0.047216072920926,1.01800714992068,0.056493191530644,0.06152084211086,2.05773404766172,0.09921701471921,0.095760719449382,5.6246695678934,0.250115489472472,0.284941571484634,10.1314031651151,0.288468259428893,0.277006986315074,2086.43978175665,6.25951844200563,0.458717706934549,0.005198650346311,0.078105656791982,0.003603638937075,1.14147033370206,0.002423408614374,1.27459282784164,0.033754000414053,0.853915531978163,0.032925989041987,,0,,8178,3866,4575,3968,0.00981597268226
49,10068307,6132,2.3616,53.945,77,0.019,0.1,2.8,+AC0-0.23,0.0958,0.0044,0.0209,0.018,3.9666,1.469,2.0823,995.1,L,0.0798,0.0044,0.0095,0.018,8.101827,0.69298553,SG,0.707385207267226,0.033102752679123,0.031137548871265,0.747191367487963,0.073301089909823,0.045950898851371,0.726970336984352,0.072125218920945,0.104364314767924,1.06485728239087,0.130105341871959,0.123201827154627,10.8691317329612,1.12712985686992,1.51284210974993,6.43874379722905,0.30130704076682,0.283419412218551,990.407283761823,2.79966904770436,0.421513455921577,0.004187078106275,0.068836617333547,0.004252884724546,1.13315772619351,0.002962321038697,1.37761291655072,0.035040996348592,0.934411986432581,0.034976215978968,,0,,1860,1038,1462,1154,0.006187303659918
50,10079226,5949,3.0643,116.345,77,0.059,0.1,47.7,0.11,0.6548,0.0055,0.0304,0.012,4.3659,1.1194,1.1466,2653,L,0.7027,0.0055,0.019,0.009,9.990819,0.76718044,MS,0.651434877736059,0.079304315516643,0.069156306449668,0.256725746611979,0.18155046865611,0.362746703528881,1.31116345354149,0.408437631926159,0.184386607997825,0.689374596765141,0.081403275349297,0.148949808651972,16.7892378522296,2.98303823549709,2.24796615224099,3.26501225774674,0.397475743322059,0.346613600185744,2655.14446931095,8.71491957531998,0.470762333935889,0.002780502561551,0.081871097002261,0.003018684098229,1.35045113725197,0.001393703860906,1.23773618781912,0.057666759949347,0.741000988149072,0.045010849611093,,2,+ACI-low quality data, little dodge+ACI-,1517,1189,973,1132,0.003137465754183
51,10162436,6146,2.4574,55.725,77,0.035,0.1,4,+AC0-0.16,0.1118,0.0055,0.0095,0.018,3.9809,1.4481,2.0373,1052,L,0.0958,0.0055,0.0209,0.021,8.514332,0.686676,SG,0.839588482728926,0.053835097561886,0.049858107959939,0.902747309539064,0.016473359703438,0.013382367111972,0.44468245519886,0.032203015029919,0.036876504583867,1.96774952779929,0.174996595170549,0.140084108966197,5.8818838099613,0.390902986382102,0.574150310998657,7.4769302507258,0.479426859457282,0.444009896893717,1043.65302357604,3.53628854111685,0.428825070353819,0.005174181396703,0.069423221121559,0.004306053868545,1.1123355274893,0.003338888445902,1.37589461757088,0.042884464671676,0.968437894590056,0.04508152662351,,0,,1097,1107,1554,1105,0.004979138574303
52,10454113,6177,2.8886,105.063,77,0.031,0.1,8.2,+AC0-0.07,0.527,0.0055,0.0304,0.009,4.3142,1.1688,1.2456,2357.2,L,0.559,0.0055,0.0209,0.009,8.549732,0.7091837,MS,0.757794454833303,0.071387191031209,0.07046950813374,0.756138591197802,0.377675297078268,0.098380435392126,0.713404080197069,0.167231905047138,0.469256711390042,1.15696288643398,0.376726572687496,0.393626863290566,10.0038422141186,2.53953718181038,4.83022050685431,4.1260253723659,0.388687670618405,0.383691087581152,2366.68872582753,7.46430083423911,0.468687271093199,0.004102296552084,0.086650172161066,0.003846847766188,1.20625238920627,0.002486378049873,1.24446140552121,0.032421627075768,0.793124822081545,0.029051055485629,,0,,2065,1034,1443,1080,0.004717425200787
53,10516096,5964,7.0089,84.424,77,0.022,0.1,4.6,+AC0-0.11,1.4533,0.0099,0.0608,0.021,4.169,1.0586,1.3986,1689.8,L,1.3255,0.011,0.0494,0.024,9.414386,0.7613535,SG,0.481818691880464,0.02685453362729,0.025527611921993,0.312593093513641,0.213324158675212,0.252093104250747,1.2528746195524,0.282131271711352,0.218489007098805,0.511570812021927,0.040419425595061,0.08099999703314,22.6245786551259,3.09261048268037,1.94093130820984,2.9456357348419,0.164177262584667,0.156065024395634,1694.61141350299,5.08899327983136,0.439457463840172,0.003261300705697,0.064525142117863,0.00280102689664,1.32042436431441,0.00196611091841,1.27554975791262,0.035664713992376,0.815359053067247,0.029049050091503,,0,,7525,4573,4286,4558,0.006089210568475
54,10644253,6045,2.3936,123.08,77,0.056,0.1,21.3,0.06,0.9582,0.0066,0.0399,0.012,4.3956,1.0985,1.0987,2899.7,L,1.1179,0.0077,0.0399,0.015,9.12499,0.7522421,MS,0.242567459703359,0.076364031997582,0.0838883340439,0.565147582187969,0.383797313172003,0.338807686916266,0.970184188597088,0.528318157177061,0.418252824383902,0.304538520003757,0.108671603033043,0.308450492867304,38.0052881394521,19.1239153369428,21.0862333223781,1.16496676665521,0.366749767482296,0.402886361553718,2905.91078989754,8.49385675891017,0.466515868644698,0.002931297486728,0.096686399829512,0.002980461469623,1.31582477283115,0.002071317653639,1.28415933083666,0.044124987499903,0.848462708987961,0.040159319863686,,0,,1075,4853,1252,3391,0.004775817997145
55,10730618,6150,3.0483,66.333,180,0.061,0.18,14.6,+AC0-0.11,0.2875,0.0077,0.0494,0.03,4.0623,1.3379,1.7794,1282.1,L,0.4631,0.0066,0.0399,0.024,10.375351,0.6479645,SG,0.558690873778721,0.2468947103782,0.228684450254473,0.564538454354581,0.379883046887639,0.306233815614127,0.970922353616984,0.456896828371662,0.414152744268211,0.719475442350039,0.333752350805555,0.587669811434372,16.0868229728613,7.23235456430357,13.9193604246821,4.34557285246562,1.92038030544563,1.77873844991508,1289.20483237865,7.25430400126947,0.456652434646291,0.007292181416002,0.062908729782395,0.004793016723793,1.03596529945181,0.004374158736253,1.2067914195136,0.055565489372616,0.733360427465792,0.071356487202537,,0,,1242,5753,2336,4980,0.003171637521022
56,10963065,6140,7.1526,103.179,77,0.027,0.1,6.7,+AC0-0.19,1.613,0.011,0.0608,0.021,4.2768,0.9883,1.1946,2203.7,L,1.9164,0.011,0.0608,0.021,8.699197,0.7053232,MS,0.668826772376505,0.028298417611374,0.026334222909548,0.745110488343086,0.056844677915598,0.040113542681549,0.730095836361048,0.062357353986195,0.081604630306447,1.00595265422909,0.103868663462226,0.091818875906345,11.5055853394364,0.962340447076898,1.32478765733413,3.49251299903345,0.147770088521761,0.137513358659729,2207.94072381143,5.52751601246655,0.462752099475604,0.003573473906698,0.071394088375767,0.002595779238079,1.27791094933867,0.002082067763736,1.29485080942146,0.029256536793443,0.816528538133896,0.024847356109197,,0,,3932,2438,2996,2630,0.005980005005634
57,11081729,6548,1.8825,90.116,82,0.048,0.1,11,0.11,0.4152,0.0099,0.0494,0.018,4.2449,1.298,1.4226,1968.3,L,0.5909,0.0088,0.0399,0.015,8.927005,0.5932684,H,3.34865926742986,0.099750598547865,0.09824277555945,0.123032967830297,0.085474171513869,0.100561951154673,1.4474508312902,0.102155723201056,0.085777863100076,3.3903924920924,0.104406489892046,0.102867391570769,3.41378589691479,0.100527074485151,0.108467109131059,20.8235915002707,0.620297722217195,0.610921345745908,1978.41744764613,7.24421761267149,0.468378586429007,0.005922310805859,0.071969660585604,0.00653612174856,1.02167764844194,0.003883710341107,1.35065098739257,0.043312670423182,0.924360468183142,0.053414460563631,,0,,1733,2396,2320,2394,0.00410037817142
58,11253226,6642,1.5951,76.858,77,0.026,0.1,10.6,+AC0-0.08,0.1278,0.0055,0.0095,0.015,4.1734,1.4082,1.6145,1590.6,L,0.0639,0.0044,0.0209,0.012,8.360672,0.55768776,SG,2.55332579140515,0.1182896160908,0.107214081070863,0.652112854425537,0.08662123001758,0.055663984240078,0.860428260344139,0.075978151297654,0.109338848508887,3.37625635357937,0.369072710111642,0.316607476642414,3.42807916945861,0.293906178705333,0.420729369662372,18.019641778846,0.834807886752436,0.756644271972007,1590.39088014953,6.39452839618639,0.472137291078454,0.008160556087547,0.070876156942679,0.005763802198081,0.927548667906837,0.005855468020737,1.31714705112786,0.038998545128143,0.851138268260334,0.047971408894632,,0,,1909,1251,1728,1355,0.004488888147303
59,11772920,5180,10.666,157.746,180,0.032,0.18,55.1,+AC0-0.09,2.9704,0.0055,0.0399,0.012,4.5001,0.8287,0.8438,3674.7,L,2.7309,0.0077,0.0399,0.015,9.654076,0.97848034,MS,0.305113967718041,0.036333221586432,0.034442904794499,0.329500820486201,0.214392126576145,0.223162052251428,1.23502150530155,0.249781221745983,0.220410401235759,0.329676020678931,0.043118736001273,0.051039496565981,35.1074186418445,4.70657191516833,5.28266996745612,1.12539111559538,0.13401249729778,0.127040198588507,3672.13791071295,10.0967599662822,0.484380583418755,0.002020365721878,0.052310337066971,0.00169076319951,1.51790819072744,0.001135582580824,1.24390097929457,0.055428090324788,0.665806223628898,0.045663766496184,,0,,1441,673,296,607,0.0029280704704
60,12009504,6179,3.9746,88.217,77,0.026,0.1,7.7,+AC0-0.08,0.4312,0.0066,0.0399,0.015,4.2108,1.1688,1.4016,1865.6,L,0.5749,0.0055,0.019,0.012,9.255096,0.6928663,MS,1.16031102832901,0.035494208613209,0.034052520607736,0.319879368939432,0.135048496546601,0.092290854915069,1.24519416288659,0.099232582703886,0.139702396468979,1.22570640325513,0.066712324458379,0.071491293297475,9.44277850172235,0.520411381745552,0.543531425889355,7.10886686146135,0.217462040111446,0.208629263522713,1868.70757876369,5.81487413922696,0.459361896770339,0.003812151799194,0.068267847621875,0.003529353986545,1.2021636059888,0.002407408704187,1.29834918386951,0.032781357288639,0.828855011625652,0.031432974569584,,0,,6277,2405,3954,2458,0.005806136556642
