IDX,KIC,Teff,age,dnu,eTeff,ednu,efeh,enumax,feh,loage,lomodlogg,lomodmass,lomodrad,modlogg,modmass,modrad,numax,source,upage,upmodlogg,upmodmass,upmodrad,G,bprp,hrclass,nus+ACo-,l+AF8-nus+ACo-,u+AF8-nus+ACo-,cosi,l+AF8-cosi,u+AF8-cosi,i,l+AF8-i,u+AF8-i,nus,l+AF8-nus,u+AF8-nus,P,l+AF8-P,u+AF8-P,vsini,l+AF8-vsini,u+AF8-vsini,fit+AF8-numax,efit+AF8-numax,fit+AF8-d01,efit+AF8-d01,fit+AF8-d02,efit+AF8-d02,fit+AF8-epsilon,efit+AF8-epsilon,V1,eV1,V2,eV2,rhat+AF8-flag,eye+AF8-flag,comment,neff+AF8-xsplit,neff+AF8-cosi,neff+AF8-split,neff+AF8-i,ebprp
61,12069127,6276,2.0103,48.4,77,0.048,0.1,10.1,0.08,0.1278,0.0055,0.019,0.021,3.9116,1.5678,2.2983,884.7,L,0.1118,0.0044,0.0304,0.021,10.62014,0.678072,SG,0.540798605853263,0.329467046405243,1.25749989785461,0.958215337296163,0.629090514700191,0.025504809044371,0.290099782606407,0.109410998274627,0.945319825924823,2.20763208702602,1.95151154729812,6.23737184539615,5.24279779436695,3.87227455089029,39.9471514428427,5.4330556331476,3.30994343002097,12.6332923749721,885.646195003295,5.2544175527795,0.43537210013772,0.00783757240769,0.078961513724384,0.006227905689533,1.05504238530611,0.006215774199535,1.23240820474507,0.041786101710262,0.763877895525766,0.054593559630561,rhat+AF8-01,1,+ACI-funky sampling in cosi, median looks good+ACI-,114,159,148,134,0.002206862824218
62,12069424,5825,6.6735,103.277,50,0.021,0.03,4.6,0.1,0.7666,0.0066,0.0209,0.012,4.2867,1.0491,1.2156,2188.5,L,0.8145,0.0066,0.019,0.012,5.80321,0.8201175,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,,,,,,,0.006425685073294
63,12069449,5750,7.3922,116.929,50,0.012,0.02,5,0.05,0.9103,0.0066,0.019,0.009,4.3527,0.9883,1.0957,2561.3,L,0.8943,0.0055,0.0209,0.009,6.0568113,0.83186626,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,,,,,,,0.005622526134872
64,12258514,5964,4.0544,74.799,77,0.016,0.1,3.3,0,0.1597,0.0044,0.0095,0.009,4.1261,1.2581,1.6055,1512.7,L,0.1757,0.0033,0.0095,0.012,8.008107,0.74437475,SG,0.393983206714198,0.034910594054419,0.035134928740039,0.819142601702332,0.287167624097848,0.060691861744225,0.610881672761862,0.115599141554331,0.398983394507952,0.691158779533023,0.258792542461946,0.191519417860833,16.7459020117959,3.63345161209411,10.0232420739519,2.76496661776085,0.245001882114965,0.246576258652786,1512.66205297319,4.00035170015804,0.444920141769287,0.004485961527224,0.064383146041168,0.002831173249995,1.28339351325893,0.002035162095463,1.28123825519377,0.029373015924012,0.818315632833441,0.024877786977787,,1,+ACI-bimodal split, unimodal period, dodgy+ACI-,974,594,567,578,0.005846505220617
65,12317678,6580,2.4574,63.464,77,0.025,0.1,5.5,+AC0-0.28,0.1757,0.0077,0.0095,0.018,4.048,1.3379,1.8154,1212.4,L,0.2236,0.0088,0.0399,0.018,8.649487,0.59700966,SG,1.2740656807068,0.137651282230895,0.127262467394579,0.816577646046471,0.113609790190525,0.048578723903969,0.615339285597116,0.090005050951913,0.175895198933557,2.22763096250187,0.572093936767045,0.482262957777226,5.19568756333029,0.924644336153035,1.79544228770248,10.1103460405967,1.09233151584001,1.00989109338975,1216.88765141614,4.37472856354839,0.440480267118347,0.006644041274704,0.077161782101112,0.005299257992571,0.928538458746802,0.004466133626806,1.3594433818604,0.050280322658127,0.939793410391395,0.067351928476173,,0,,1481,1499,2031,1651,0.004390148106854
66,3425851,6343,3.32,92.6,85,1.5,0.1,60,+AC0-0.04,0.64,0.008,0.049,0.018,4.243,1.178,1.36,2038,K,0.85,0.008,0.049,0.015,10.550611,0.6510105,H,1.17436492424274,0.617950677118322,0.478840731338523,0.486463909031097,0.329158330602525,0.299954342364048,1.06275840743357,0.396950907668675,0.350076253022436,1.4319477869642,0.739730515760688,0.722139111029106,8.08274904403979,2.70967235891706,8.63754204656919,6.98142137602699,3.6736230600093,2.8466355291008,2036.05206267017,9.87909225213321,0.460334101695951,0.008036137858853,0.077102769031971,0.007422674720124,1.16351910387883,0.004067709865381,1.13224248113879,0.079556556595282,0.732592139921541,0.07440853016203,,2,+ACI-low quality data, little dodge+ACI-,1909,2519,2552,2332,0.00710292580807
67,3544595,5669,6.63,145.77,75,0.45,0.1,81,+AC0-0.18,0.57,0.003,0.009,0.006,4.468,0.899,0.916,3366,K,0.62,0.003,0.009,0.006,9.862494,0.8673792,MS,0.403967946832754,0.03773007331044,0.038953778691884,0.406257740283395,0.26058081843865,0.207485543561026,1.15244144650799,0.242438331502059,0.272157721221975,0.44408515062125,0.05746730845263,0.097932824879245,26.0627360775757,4.70906378305633,3.87399424030691,1.61749986245502,0.151072353310548,0.15597210662437,3358.6102563585,9.02235230180031,0.481504210439296,0.001869875726331,0.058367872671393,0.003013383194356,0.523714905006355,0.000744567708736,1.23386863029685,0.052082810374955,0.694593691852525,0.040914715188245,,0,,4050,2578,2582,2569,0.002909018571617
68,4141376,6134,3.27,128.8,91,1.3,0.1,97,+AC0-0.24,0.64,0.004,0.03,0.009,4.412,1.019,1.039,2928,K,0.59,0.003,0.021,0.009,11.014056,0.7210665,MS,0.759614093097121,0.133877082028248,0.131600199960199,0.438996097533711,0.290408386382917,0.240215624582907,1.11631525184092,0.292206993827785,0.305341098250616,0.864415442641212,0.176298706294197,0.254243277348762,13.3894811167425,3.04309586862881,3.4304470663025,3.44993118880871,0.608028109211111,0.597687218315087,2928.04119052622,9.92338882718195,0.471200311430666,0.002748904704534,0.07761930730594,0.004644398288895,1.32114476481474,0.001840682926171,1.1421938523524,0.066185117313422,0.694496243863054,0.057039114190829,,0,,2358,2284,1858,2306,0.003099884353486
69,4143755,5622,11.27,77.2,106,1.3,0.11,57,+AC0-0.4,1.35,0.002,0.03,0.013,4.102,0.918,1.414,1458,K,1.5,0.001,0.021,0.012,11.92217,0.84471416,SG,0.17923148866307,0.047051639260419,0.084704188957708,0.697440306978313,0.462469385312693,0.25094107737109,0.798976843640422,0.476272939308157,0.534630831063452,0.240626964058512,0.087352140905755,0.512464209293992,48.0996728682896,32.7309126458177,27.4122337774145,1.10781079592065,0.290821185090096,0.523547595832614,1446.35627801903,9.38082660395344,0.414883320799747,0.003822150461708,0.083332147013002,0.004917645086688,0.487835776123632,0.003269659952522,1.17151772321892,0.076236655943664,0.745582210150273,0.059713703185695,,0,,354,1325,875,798,0.003021238883478
70,4349452,6270,3.45,98.27,79,0.57,0.1,50,+AC0-0.04,0.72,0.008,0.051,0.015,4.275,1.159,1.297,2106,K,0.81,0.007,0.04,0.015,10.63185,0.6769724,H,1.50377991576492,0.092717932049164,0.094211532230626,0.177998545655991,0.12271931582905,0.167662640439373,1.39184418461324,0.173991171598009,0.123644719918128,1.54127458750517,0.103232259123689,0.127770724227236,7.50941732467286,0.574869776593937,0.539075996717708,8.52562307016309,0.525660791322697,0.534128700776181,2117.11691204811,8.09005078684777,0.461332300636533,0.005541087308488,0.08114328953303,0.005753975626267,0.166288602744812,0.003847397728226,1.20109515698329,0.054762604273945,0.818054083800028,0.05499375489286,,0,,3878,3884,3614,3906,0.003586119977326
71,4914423,5845,6.67,81.5,88,1.6,0.11,56,0.07,0.62,0.004,0.03,0.009,4.155,1.099,1.45,1663,K,0.69,0.004,0.019,0.009,12.246649,0.8062382,SG,0.423520620353448,0.137366127646181,0.150727090807683,0.480336348673126,0.324899944038254,0.378321795673213,1.06975816890051,0.531607764380552,0.344968945683202,0.501627002565957,0.169206691985203,0.359678216209771,23.0730692211413,9.63523338094377,11.7445207816158,2.68438271718751,0.870661878688807,0.955347102671013,1659.71094333836,9.46560939823303,0.441931486349279,0.007220843481883,0.067170753244616,0.005937544018715,1.4048920979852,0.004830236715252,1.20846565311851,0.072106411073595,0.707254955216647,0.059551240803678,,0,,1452,2838,2534,2201,0.003417730523671
72,5094751,5952,6.35,91.1,75,2.3,0.1,117,+AC0-0.08,1.05,0.007,0.04,0.018,4.213,1.068,1.339,1745,K,1.05,0.008,0.04,0.015,12.295469,0.7770834,MS,0.386225391204606,0.161393469412189,0.268333837082391,0.621866786126173,0.418076622786221,0.315353246327295,0.899672102059261,0.543447232068422,0.465896407201512,0.506227100891382,0.23152728147694,1.13173572417089,22.8634027226402,15.797263010879,19.2701308984639,2.26059764309928,0.944644512953654,1.57057214125751,1754.51183623269,9.70514653532746,0.449108586639185,0.010233563245716,0.068089555818581,0.006215388248167,1.23178016445365,0.007368086025121,1.17267145599858,0.065542543630366,0.74447506628623,0.064797023465287,,0,,1883,3288,2051,2721,0.002928754916711
73,5866724,6169,3.89,89.56,50,0.48,0.08,60,0.09,0.48,0.007,0.03,0.012,4.224,1.199,1.399,1880,K,0.59,0.005,0.029,0.012,10.965596,0.7067919,MS,1.34317315267467,0.077114383714495,0.068883481166562,0.157478166593151,0.110021136976062,0.15836755403946,1.41265989405063,0.163211437530776,0.110661571495777,1.3708159024803,0.083501934059698,0.086499081956255,8.44320091275549,0.501147027678773,0.547670281036675,8.21394118387472,0.471579565896096,0.421244916722754,1887.46006176956,8.60981925850501,0.464954871320175,0.005497039925191,0.084509475983784,0.00486149092479,0.232998348074186,0.00291496032793,1.21525077754086,0.042845572234255,0.739434852156452,0.044027293891094,,0,,6346,4209,6260,4261,0.002267662114193
74,6196457,5871,5.52,66.6,94,1.1,0.11,53,0.17,0.48,0.005,0.03,0.012,4.049,1.209,1.716,1299,K,0.51,0.004,0.019,0.012,11.745063,0.79757977,SG,0.433971075810601,0.193954631675923,0.284011032403268,0.608601690239041,0.40898473873538,0.309085538417852,0.916499188059477,0.507922542562996,0.453330148165247,0.559343632738328,0.269462227399972,1.10659829395628,20.692242583579,13.7447581700025,19.2346856743071,3.25521696294638,1.45485365791758,2.13036670385498,1296.16752987475,9.37384702074496,0.4390923004695,0.009369229069746,0.092379842000096,0.009193450137093,1.31004539952623,0.005368637463193,1.13725582459184,0.076613151538935,0.713148234251911,0.066178441794683,,2,+ACI-low quality data, little dodge+ACI-,1243,3473,2060,3056,0.002783251524691
75,6278762,5046,11.54,179.64,74,0.76,0.09,144,+AC0-0.37,0.94,0.002,0.011,0.003,4.56,0.739,0.748,4538,K,0.99,0.003,0.009,0.006,,,MS,0.301131174329217,0.086605709055892,0.086466722017861,0.466771161673484,0.31355831505409,0.375082862291815,1.08516004999195,0.515073239727513,0.331817583971294,0.351041333960843,0.102277825647435,0.243550992063587,32.9706881431425,13.5051103659028,13.5557266900895,0.984598539796438,0.283171793370158,0.282717352095518,4530.9635403495,10.2237762032737,0.482358051179129,0.00440641770454,0.052357587188533,0.003715104146634,1.49675971716334,0.002600232483215,1.15432137476112,0.075501473713515,0.681593810015231,0.059676351875032,,2,+ACI-low quality data, higher low frequency peaks+ACI-,164,755,209,489,
76,6521045,5825,6.5,77,75,1.1,0.1,31,0.02,0.56,0.004,0.019,0.012,4.125,1.108,1.513,1502,K,0.46,0.004,0.021,0.009,11.12934,0.8210907,SG,0.447805117611434,0.02462845160903,0.025516219277754,0.247125860362742,0.166923613370724,0.182813884937778,1.3210833379308,0.194713049325465,0.169424509832985,0.467083448630728,0.032495292653999,0.041686526778546,24.7794566740289,2.03032712812684,1.85282475148489,2.96162353233001,0.162883805882371,0.168755185005863,1503.34079115913,5.58391635164162,0.429537206643436,0.003326213760423,0.068592667716082,0.003503626548331,0.341169273691275,0.002333592109499,1.24744960749835,0.037199747574773,0.795239897787183,0.03237637918558,,0,,4256,3647,3913,3680,0.002592594033306
77,7670943,6463,2.78,88.6,110,1.3,0.11,73,0.09,0.51,0.008,0.051,0.021,4.228,1.239,1.417,1895,K,0.62,0.008,0.04,0.015,10.865152,0.6656647,H,1.83359965620254,0.144700718418271,0.141462341387594,0.247484113784901,0.167862463140735,0.187950295814285,1.32071359947721,0.200438057875082,0.170376707306649,1.91429078020658,0.172223311605517,0.205653233467526,6.04614209937833,0.586529015173145,0.597730358513575,11.3573298937904,0.896277324979632,0.87621879359113,1893.52810185165,8.49383904206707,0.459527637057355,0.005641492832894,0.077108886766707,0.006649568128949,1.1482366725449,0.003068312214023,1.16292154273843,0.040733128746176,0.67100926496472,0.054092760021318,,0,,5763,4286,5507,4426,0.003769627613259
78,8077137,6072,6.23,68.8,75,0.64,0.1,39,+AC0-0.09,1.23,0.01,0.049,0.009,4.056,1.117,1.632,1324,K,0.56,0.013,0.04,0.018,11.288569,0.70933723,SG,0.843850076870436,0.067175645970868,0.060766275915623,0.296236418949582,0.192548823565056,0.200954725718432,1.27004654340572,0.219608632160135,0.196875490404734,0.892238238609086,0.083943174300034,0.113430844171093,12.9719547934326,1.46312522220886,1.34716527218905,6.01987287924913,0.479218833309606,0.433495553752961,1320.08165902763,6.99245297746847,0.4379920010076,0.005269113751683,0.075056204110064,0.005653192149118,0.268723912780537,0.004436892414492,1.23386702027184,0.04271224339364,0.797033808338201,0.046796783853092,,0,,4014,3075,3345,3093,0.003378448716224
79,8292840,6239,3.85,92.85,94,0.35,0.1,37,+AC0-0.14,0.75,0.008,0.049,0.018,4.24,1.148,1.345,1983,K,0.81,0.008,0.051,0.015,10.454015,0.65677834,MS,1.44866388220311,0.074810528210888,0.072676289647723,0.237957970808828,0.153174053908401,0.150305674735361,1.33053343929832,0.158483784887006,0.155377064688346,1.50183997595613,0.091042894757363,0.110499652137866,7.706596097966,0.528161800652648,0.497329354965805,8.51710082764331,0.439832054604956,0.427284268154262,1977.07796883377,8.1536830798118,0.459154263505472,0.00410608441092,0.0812035445947,0.004593196883453,0.172478877645412,0.002517859860791,1.2354517204063,0.044978498440996,0.776290529578076,0.043553089103266,,0,,3976,2389,3499,2419,0.002388575693007
80,8349582,5699,8.03,83.6,74,1.4,0.1,90,0.3,0.7,0.004,0.019,0.009,4.163,1.068,1.417,1677,K,0.8,0.003,0.021,0.012,12.304376,0.8942957,SG,0.228846827516446,0.063764317188242,0.069326706356585,0.505754917559275,0.336741992521325,0.307769559488682,1.04053949481336,0.419930532236852,0.360428731479264,0.277677391958071,0.088704270547365,0.155235435200328,41.6817308817085,14.9463852104454,19.5654666889724,1.41747894992217,0.394956654419858,0.429410134255992,1676.87368344265,8.09115730290955,0.427861675152926,0.003652017340337,0.058362546020043,0.003363097387581,1.35011753465872,0.002890852123259,1.28170415294204,0.073645574182119,0.77450928547678,0.061850560951571,rhat+AF8-01,1,+ACI-funky sampling in cosi, median looks good+ACI-,135,756,208,390,0.003999867893684
81,8478994,5417,5.35,178.7,75,1.4,0.07,50,+AC0-0.32,1.01,0.002,0.011,0.006,4.57,0.81,0.772,4660,K,0.91,0.003,0.019,0.003,9.549876,0.93386936,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,,,,,,,0.003648951616357
82,8494142,6144,2.62,61.8,106,0.76,0.1,81,0.13,0.24,0.005,0.019,0.012,4.038,1.418,1.887,1133,K,0.26,0.005,0.03,0.012,11.874623,0.74089336,SG,0.672011040980136,0.282954744768742,0.2184288103613,0.457187383138941,0.306394183328976,0.320234040104631,1.095966189243,0.415725613756649,0.323459538843967,0.797303929449543,0.322986079666676,0.355092435397573,14.5165146992144,4.47302960359936,9.88500061737599,5.54306766792447,2.33394572643606,1.801705035517,1139.08466966957,9.09452658483724,0.445035581797425,0.007408520605708,0.087940321312465,0.007242077285705,0.260290311828046,0.005834768488736,1.15059226686015,0.05580867182008,0.701994629060645,0.058829078352939,,0,,1773,6706,3680,6117,0.003268505109731
83,8554498,5945,5.6,61.98,60,0.96,0.05,76,0.17,0.42,0.003,0.029,0.015,4.007,1.197,1.794,1153,K,0.45,0.003,0.021,0.015,11.596043,0.82433605,SG,0.247565971510372,0.091355827320159,0.20725535975218,0.667307135309308,0.462256539601384,0.312625440780035,0.840209058903076,0.639535705285324,0.524071866674307,0.324094193549608,0.135355869430377,2.35458848358093,35.7120687018896,31.3912603561954,25.6113234414594,1.94140104983666,0.716408228424972,1.62528707217866,1145.13497230453,7.09960973564012,0.438214839203174,0.004661191405239,0.083988167186745,0.004286502014949,1.3214810021135,0.00252612895269,1.27368981395717,0.064725512997678,0.74385535403376,0.051352721479476,,1,+ACI-funky sampling in cosi, median looks good+ACI-,732,1475,1612,1081,0.002683192867372
84,8866102,6325,2.6,94.5,75,0.6,0.1,32,0.01,0.53,0.008,0.04,0.015,4.262,1.228,1.357,2014,K,0.56,0.007,0.042,0.012,9.374802,0.6507549,H,2.15419775905709,0.044129404778206,0.04261158533674,0.20407194997825,0.113045299716854,0.078831701242578,1.36528071314812,0.081304472248377,0.114362786740209,2.20188753808261,0.061936084266133,0.066732225176385,5.25643289061613,0.154619769853904,0.15213563248613,12.7781296168113,0.261763921997323,0.252760619734845,2040.27327963372,7.70720608170564,0.45850409014202,0.003977176723051,0.08712956787231,0.004070624936271,0.132372797786115,0.002592051017691,1.32766593596406,0.037198931574273,0.890464774781204,0.036641147971772,,0,,5735,2512,4643,2535,0.010093508894253
85,9592705,6174,2.33,53.54,92,0.32,0.1,21,0.22,0.16,0.003,0.021,0.012,3.961,1.509,2.124,1008,K,0.18,0.004,0.029,0.015,10.966326,0.74557877,SG,0.925450610642915,0.087094716406691,0.086138237788563,0.510446429645026,0.287894495702307,0.168903404288334,1.03509245734663,0.211172394071635,0.311272596192926,1.07830706849468,0.174241603993331,0.239180361381864,10.7335604235957,1.94860063946761,2.06869177496363,8.59230392610031,0.808626916571943,0.799746534527502,1007.40659500441,5.60307776108402,0.433968800505548,0.009858134331641,0.079335877101546,0.005973416481504,0.13444080434922,0.005879185264272,1.21567994527399,0.042434276879532,0.768218505401407,0.052090047711112,,0,,1482,2214,2356,2360,0.002203045207327
86,10514430,5784,7.84,70,98,1,0.11,30,+AC0-0.11,0.91,0.004,0.021,0.018,4.061,1.059,1.59,1303,K,0.4,0.004,0.04,0.015,10.771047,0.79824734,SG,0.176588608640745,0.046802603591295,0.053191860340024,0.541694287477319,0.38035249307087,0.363168929213781,0.998344894993101,0.558607166700675,0.410401322320998,0.21611471023196,0.066090260150137,0.223852955707195,53.555235074569,27.248587823305,23.5926843778679,1.22733093490591,0.325288724249457,0.36969550971049,1297.40696076521,5.88282425602552,0.425916861039635,0.004745935591353,0.082623158052172,0.00497756732186,1.4075169213902,0.002490928504061,1.32405622425418,0.057526773601083,0.771434876839575,0.043947380426922,,0,,314,1136,568,701,0.003702536685676
87,10586004,5770,6.43,69.2,83,1.4,0.1,40,0.29,0.61,0.005,0.03,0.012,4.071,1.178,1.653,1395,K,0.64,0.005,0.021,0.009,11.64366,0.8412609,SG,0.484220803293426,0.168506651880746,0.164321543852813,0.510237604627084,0.336076830037305,0.289057872385027,1.03533528544852,0.390660892811541,0.360407586420756,0.590417969405245,0.21324091943679,0.295857615558438,19.6031873584965,6.54395981643485,11.0828711603983,3.49879235683916,1.21756393295569,1.18732396003201,1393.88321822356,10.1063227057746,0.422526893034123,0.008449766752833,0.075781607768225,0.006860927862423,1.47411589056096,0.005698899966575,1.06099991192592,0.08164914213543,0.75405262543578,0.065078977318955,,0,,197,680,149,524,0.002608388296443
88,10666592,6350,2.11,59.22,80,0.59,0.08,110,0.26,0.24,0.009,0.04,0.015,4.017,1.497,1.986,1115,K,0.29,0.007,0.042,0.018,10.3654175,0.64158916,SG,0.913349723576764,0.106022529438993,0.108547710758075,0.679023323429634,0.410740787014351,0.165161703298089,0.82436492238362,0.258611612482474,0.47482163381998,1.22470393049103,0.338591973558516,0.63345697066771,9.45050790052381,3.22172864521965,3.6111306631599,7.92899634300631,0.920405652400029,0.942327324819237,1123.02357534223,5.12256987745627,0.429697279315982,0.008317579370364,0.088914134054409,0.006312273403174,+AC0-0.015056320143221,0.006842917469322,1.33315906637964,0.051784551583525,0.942730934863475,0.063558596660832,,0,,1842,2512,2310,2545,0.003539975002848
89,11133306,5982,5.14,107.9,82,1.9,0.1,95,+AC0-0.02,0.88,0.007,0.03,0.012,4.314,1.059,1.189,2381,K,0.86,0.004,0.04,0.012,11.783586,0.77028847,MS,0.386591960971106,0.134437882895837,0.139823767797436,0.530311577227442,0.354973659125745,0.299995676399683,1.01182828511136,0.420690737767744,0.382719047229176,0.469949698899407,0.172778866236455,0.322608948749339,24.6283256453211,10.024896146606,14.3192183636403,2.00926188144061,0.698723565915976,0.726716008395707,2380.05787958003,9.99212684435315,0.468230156409578,0.002800995621531,0.06377318353149,0.004784544158807,1.31853450245318,0.001938866723682,1.14139212951148,0.086642620901211,0.743919465312499,0.070763026016499,,0,,1723,4901,2001,4066,0.003811857132499
90,11295426,5793,6.31,101.57,74,0.1,0.07,13,0.12,0.34,0.003,0.019,0.006,4.28,1.068,1.237,2154,K,0.32,0.003,0.011,0.006,9.933549,0.8083792,MS,0.222529412800696,0.030565742758209,0.029361428096896,0.565596187870914,0.366203320187042,0.25676689559571,0.96964032095929,0.364395951807286,0.400417694512607,0.271596350505934,0.057720878775732,0.140654798159144,42.6149839179338,14.5396829459241,11.5009650693305,1.20325865238079,0.165274756165382,0.158762798855217,2152.09929326784,6.52168034969964,0.462439556724184,0.00285930029967,0.057129815228655,0.002558985931598,0.385837432080383,0.002307238369809,1.21847280851407,0.04034778249483,0.80330705324212,0.034580990251914,,0,,3533,3236,3747,3441,0.00214363072884
91,11401755,5911,7.1,67.9,66,1.2,0.06,44,+AC0-0.2,0.59,0.004,0.021,0.021,4.039,1.059,1.632,1250,K,0.61,0.004,0.03,0.015,12.076706,0.74852943,SG,0.553906410974038,0.101476887527411,0.08859259304379,0.428282683733867,0.289735419619188,0.277072894839033,1.12820483769358,0.340333157184586,0.303597108158486,0.626453320377345,0.126811004846509,0.192850102895237,18.4755570843519,4.34883217960942,4.68916238566321,3.95146753251621,0.723917648218301,0.632003436137093,1261.13519123067,8.37078472432336,0.419157423309331,0.009273355355199,0.078893544637923,0.005166603391561,0.200962661197163,0.00301078509716,1.21445720052818,0.056291850596414,0.816252529233099,0.052362185448389,,2,+ACI-low quality data, little dodge+ACI-,2637,5386,4531,5551,0.003019162853735
92,11807274,6225,3.59,75.71,75,0.31,0.08,56,0,0.45,0.009,0.04,0.021,4.135,1.239,1.582,1496,K,0.78,0.007,0.04,0.015,10.3621435,0.6872835,SG,1.42313846101641,0.069495116736156,0.067132248501029,0.227792476647215,0.152394455527373,0.156364244348041,1.3409863740975,0.164484332842152,0.154340310262157,1.47140362437663,0.086842127831133,0.105783097006369,7.86600895605305,0.527579124556413,0.493369886092617,9.84136879198461,0.480576621163106,0.464236779084674,1502.81899984679,6.26044847972071,0.444944462995626,0.004599568075279,0.084583663292592,0.005693621759759,0.179605901025765,0.003180687529494,1.2036362767787,0.032910275837123,0.757679916953616,0.044712248392001,,0,,2471,2843,2293,2858,0.003962071449405
93,11853905,5781,6.71,74.4,76,1.1,0.1,42,0.09,0.67,0.004,0.029,0.012,4.102,1.117,1.555,1436,K,0.77,0.005,0.021,0.012,12.1576605,0.82140255,SG,0.27155610038067,0.088662827837002,0.094451264503953,0.577417937365429,0.391396505969256,0.321598522849818,0.955233731715515,0.50195577310983,0.428451258043599,0.340372834086758,0.121473038625001,0.346915384784773,34.0041064702429,17.1638981783202,18.869752517876,1.84583054532928,0.602662048937195,0.64200741144087,1441.39009615605,8.61845533853625,0.434589970528445,0.004728684527932,0.063235915151019,0.004405207484198,1.34617846381533,0.002786107802063,1.22224041251399,0.070886067076546,0.824296528006795,0.065522157629084,,0,,432,2106,611,1370,0.003710589294241
94,11904151,5647,10.23,118.2,74,0.2,0.1,280,+AC0-0.15,0.67,0.003,0.019,0.009,4.344,0.918,1.066,2730,K,0.83,0.003,0.011,0.006,10.919079,0.84401894,MS,0.243933855110806,0.068542119058276,0.064945151570744,0.42492989352485,0.301460313137808,0.379153907668789,1.13191187074607,0.495248318671201,0.315098993232387,0.282674019569281,0.081333777949849,0.128148976226485,40.9449520618813,12.7720540559806,16.5401983716962,1.13666151464848,0.319386535463095,0.302625702856801,2725.46379302576,10.034298436985,0.475067482266023,0.002921293536508,0.042349876909762,0.002941455562123,1.38848975024101,0.00257213269705,1.13219142494204,0.067785310732762,0.810174095011084,0.062997734321644,rhat+AF8-01,2,+ACI-low quality data, little dodge+ACI-,253,845,460,549,0.002469115222603
